Date,Timestamp,Open,High,Low,Close,Adj Close,Volume
2018/1/31,1517356800,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064
2018/2/1,1517443200,1119.369995,1161.349976,984.8189697,1036.790039,1036.790039,5261680128
2018/2/2,1517529600,1035.77002,1035.77002,757.9799805,915.7849731,915.7849731,6713290240
2018/2/3,1517616000,919.2109985,991.9429932,847.6900024,964.0189819,964.0189819,3243480064
2018/2/4,1517702400,964.6669922,969.0319824,805.0640259,834.6820068,834.6820068,2997090048
2018/2/5,1517788800,834.9580078,856.6459961,644.598999,697.9509888,697.9509888,4269530112
2018/2/6,1517875200,707.7369995,796.4390259,574.4190063,793.1220093,793.1220093,6518269952
2018/2/7,1517961600,790.4279785,851.2000122,723.4329834,757.0679932,757.0679932,3896179968
2018/2/8,1518048000,755.8430176,845.0859985,755.8430176,817.8070068,817.8070068,3708189952
2018/2/9,1518134400,818.4799805,884.0040283,788.8339844,883.8649902,883.8649902,2495820032
2018/2/10,1518220800,882.46698,917.4000244,825.5770264,860.414978,860.414978,2930530048
2018/2/11,1518307200,859.2880249,859.2880249,788.2219849,814.6599731,814.6599731,2486650112
2018/2/12,1518393600,817.5079956,875.9370117,817.5079956,868.7069702,868.7069702,2243450112
2018/2/13,1518480000,869.2930298,870.7089844,828.8369751,845.2579956,845.2579956,2081170048
2018/2/14,1518566400,844.2789917,926.4290161,844.2789917,923.5609741,923.5609741,2818370048
2018/2/15,1518652800,923.7280273,951.947998,911.1110229,936.9760132,936.9760132,2900100096
2018/2/16,1518739200,934.7860107,950.0050049,917.8480225,944.210022,944.210022,2369449984
2018/2/17,1518825600,944.7479858,976.5949707,940.7540283,974.1149902,974.1149902,2525720064
2018/2/18,1518912000,973.348999,982.9329834,915.4450073,923.9210205,923.9210205,2567290112
2018/2/19,1518998400,921.6680298,957.7769775,921.5540161,943.8649902,943.8649902,2169019904
2018/2/20,1519084800,943.5670166,965.2650146,892.9539795,895.3709717,895.3709717,2545260032
2018/2/21,1519171200,894.1350098,912.375,830.5629883,849.9710083,849.9710083,2531729920
2018/2/22,1519257600,849.2620239,875.9260254,802.6680298,812.8449707,812.8449707,2150370048
2018/2/23,1519344000,811.585022,886.3179932,794.7910156,864.1890259,864.1890259,2334820096
2018/2/24,1519430400,861.5930176,879.5310059,818.5499878,840.5150146,840.5150146,1926579968
2018/2/25,1519516800,839.4589844,853.1459961,822.3809814,844.8099976,844.8099976,1646960000
2018/2/26,1519603200,845.2780151,880.3920288,842.3189697,869.3150024,869.3150024,2044480000
2018/2/27,1519689600,870.3649902,896.2589722,867.0969849,878.2650146,878.2650146,2053980032
2018/2/28,1519776000,877.934021,890.1079712,855.1240234,855.1989746,855.1989746,1963980032
2018/3/1,1519862400,856.0120239,880.302002,851.9199829,872.2000122,872.2000122,1868519936
2018/3/2,1519948800,871.7639771,876.3779907,852.4219971,856.8530273,856.8530273,1894419968
2018/3/3,1520035200,856.7109985,868.4539795,855.2069702,857.2249756,857.2249756,1699369984
2018/3/4,1520121600,856.1859741,867.9500122,840.2800293,866.6779785,866.6779785,1697939968
2018/3/5,1520208000,866.8460083,869.9199829,853.5200195,853.684021,853.684021,1898489984
2018/3/6,1520294400,853.8170166,853.8170166,809.9310303,816.9509888,816.9509888,1943069952
2018/3/7,1520380800,816.2709961,825.6069946,726.5469971,752.8309937,752.8309937,2175419904
2018/3/8,1520467200,752.5700073,773.7670288,696.1690063,704.5960083,704.5960083,1891640064
2018/3/9,1520553600,702.1970215,729.1560059,648.1069946,728.9160156,728.9160156,2233019904
2018/3/10,1520640000,730.1599731,748.0310059,682.6950073,686.8900146,686.8900146,1532960000
2018/3/11,1520726400,685.3120117,735.8309937,668.1229858,723.3389893,723.3389893,1562680064
2018/3/12,1520812800,724.4060059,742.5139771,683.2680054,699.8309937,699.8309937,1764999936
2018/3/13,1520899200,698.1530151,713.7349854,682.3499756,690.8270264,690.8270264,1425959936
2018/3/14,1520985600,691.2189941,702.7839966,594.0999756,614.2910156,614.2910156,1810560000
2018/3/15,1521072000,614.8389893,620.6160278,579.5050049,611.3040161,611.3040161,1770460032
2018/3/16,1521158400,611.7780151,623.1680298,587.8619995,601.6660156,601.6660156,1417350016
2018/3/17,1521244800,601.6779785,609.151001,549.0960083,552.7789917,552.7789917,1267810048
2018/3/18,1521331200,551.6400146,551.6400146,460.0880127,538.6439819,538.6439819,2685499904
2018/3/19,1521417600,546.6259766,558.0999756,519.1229858,556.7260132,556.7260132,2046790016
2018/3/20,1521504000,556.7219849,567.0900269,521.2039795,557.1749878,557.1749878,1833680000
2018/3/21,1521590400,559.0999756,589.6069946,550.5720215,561.7319946,561.7319946,1781270016
2018/3/22,1521676800,562.1030273,577.565979,523.0889893,539.7020264,539.7020264,1523459968
2018/3/23,1521763200,539.8640137,540.4869995,512.1270142,539.6190186,539.6190186,1596349952
2018/3/24,1521849600,542.5720215,545.382019,526.0800171,526.4390259,526.4390259,1300009984
2018/3/25,1521936000,522.7030029,535.8209839,515.6589966,524.2869873,524.2869873,1151170048
2018/3/26,1522022400,524.2869873,526.3790283,470.4400024,489.9509888,489.9509888,1638880000
2018/3/27,1522108800,489.5899963,491.4590149,449.9710083,450.1159973,450.1159973,1617939968
2018/3/28,1522195200,450.2909851,466.2109985,444.8609924,446.2789917,446.2789917,1514179968
2018/3/29,1522281600,448.0750122,450.8129883,385.8129883,385.9679871,385.9679871,1970230016
2018/3/30,1522368000,385.9049988,409.9289856,368.6329956,394.644989,394.644989,1878130048
2018/3/31,1522454400,395.0039978,418.4679871,392.9530029,396.4570007,396.4570007,1323920000
2018/4/1,1522540800,397.2539978,400.5280151,363.8049927,379.6069946,379.6069946,1256930048
2018/4/2,1522627200,379.6990051,395.17099,377.5929871,386.4249878,386.4249878,1102259968
2018/4/3,1522713600,387.3120117,418.9679871,383.5320129,416.8930054,416.8930054,1363399936
2018/4/4,1522800000,416.4849854,417.4719849,375.3099976,380.5429993,380.5429993,1287730048
2018/4/5,1522886400,379.946991,387.7160034,369.8160095,383.2319946,383.2319946,1210680064
2018/4/6,1522972800,382.7309875,385.1950073,366.9110107,370.2850037,370.2850037,967105984
2018/4/7,1523059200,370.3800049,393.0589905,369.9360046,385.3139954,385.3139954,951475008
2018/4/8,1523145600,385.7430115,402.5899963,385.6019897,400.5079956,400.5079956,948488000
2018/4/9,1523232000,400.8569946,429.2510071,390.6099854,398.526001,398.526001,1478390016
2018/4/10,1523318400,399.4110107,415.8880005,393.8789978,414.2430115,414.2430115,1196000000
2018/4/11,1523404800,415.0239868,430.5400085,412.4710083,430.5400085,430.5400085,1439040000
2018/4/12,1523491200,430.1610107,493.0580139,417.4129944,492.9410095,492.9410095,2519360000
2018/4/13,1523577600,493.1600037,526.4699707,482.6589966,492.7349854,492.7349854,2419249920
2018/4/14,1523664000,492.5799866,512.0239868,488.2789917,501.4779968,501.4779968,1519079936
2018/4/15,1523750400,502.8800049,531.7020264,502.8800049,531.7020264,531.7020264,1726089984
2018/4/16,1523836800,532.0739746,534.1970215,500.25,511.1470032,511.1470032,1758979968
2018/4/17,1523923200,511.144989,518.0310059,502.5639954,502.8940125,502.8940125,1760359936
2018/4/18,1524009600,503.3089905,525.09198,503.0450134,524.7890015,524.7890015,1762940032
2018/4/19,1524096000,524.0380249,567.8889771,523.2620239,567.8889771,567.8889771,2256869888
2018/4/20,1524182400,567.9890137,618.7150269,560.28302,615.7180176,615.7180176,2849469952
2018/4/21,1524268800,616.0040283,621.8880005,578.5499878,605.3950195,605.3950195,2612460032
2018/4/22,1524355200,606.1190186,640.7670288,593.8690186,621.8599854,621.8599854,2426269952
2018/4/23,1524441600,621.1989746,646.7000122,621.0349731,642.5479736,642.5479736,2386830080
2018/4/24,1524528000,643.3980103,708.875,643.3980103,708.15802,708.15802,3581860096
2018/4/25,1524614400,707.0620117,707.0620117,600.2119751,615.4160156,615.4160156,4216140032
2018/4/26,1524700800,618.0789795,663.1810303,604.007019,662.809021,662.809021,2984009984
2018/4/27,1524787200,662.1090088,684.867981,647.0319824,647.0319824,647.0319824,2598129920
2018/4/28,1524873600,644.6459961,691.4420166,644.6459961,683.6779785,683.6779785,2496659968
2018/4/29,1524960000,683.9119873,697.7559814,670.5130005,688.8809814,688.8809814,2740559872
2018/4/30,1525046400,689.7609863,694.4390259,666.1170044,669.9240112,669.9240112,2853100032
2018/5/1,1525132800,670.4630127,674.4030151,637.539978,673.6129761,673.6129761,2678960128
2018/5/2,1525219200,674.0750122,688.84198,667.4199829,687.1489868,687.1489868,2822269952
2018/5/3,1525305600,686.5910034,784.3410034,686.5910034,779.5430298,779.5430298,4210939904
2018/5/4,1525392000,776.7750244,803.7459717,762.632019,785.6240234,785.6240234,3533410048
2018/5/5,1525478400,784.5830078,827.4550171,784.2369995,816.1199951,816.1199951,3035040000
2018/5/6,1525564800,816.0880127,835.0570068,764.8829956,792.3109741,792.3109741,3105570048
2018/5/7,1525651200,793.3389893,795.7579956,710.1779785,753.7249756,753.7249756,4316120064
2018/5/8,1525737600,755.0089722,774.2490234,728.1290283,752.8569946,752.8569946,2920489984
2018/5/9,1525824000,752.9019775,759.5289917,718.4719849,752.2750244,752.2750244,2877870080
2018/5/10,1525910400,752.5789795,766.7479858,726.6640015,727.2769775,727.2769775,2748950016
2018/5/11,1525996800,727.0130005,736.9769897,669.8250122,679.5859985,679.5859985,3290080000
2018/5/12,1526083200,679.8770142,691.4110107,644.065979,686.0479736,686.0479736,2668480000
2018/5/13,1526169600,687.1749878,741.3120117,675.3189697,733.4959717,733.4959717,2362500096
2018/5/14,1526256000,732.7329712,742.1699829,695.7919922,730.5490112,730.5490112,3005110016
2018/5/15,1526342400,731.1430054,739.052002,700.9949951,708.8709717,708.8709717,2523069952
2018/5/16,1526428800,708.0869751,710.2000122,682.5410156,707.0499878,707.0499878,2476130048
2018/5/17,1526515200,708.7180176,718.8330078,668.8339844,672.6569824,672.6569824,2350619904
2018/5/18,1526601600,672.1019897,695.0310059,663.809021,694.3670044,694.3670044,2305740032
2018/5/19,1526688000,695.0720215,715.5780029,686.7910156,696.5300293,696.5300293,2021549952
2018/5/20,1526774400,697.9229736,723.7529907,692.6690063,715.3690186,715.3690186,2156910080
2018/5/21,1526860800,717.1929932,719.2780151,692.4940186,699.2219849,699.2219849,2005170048
2018/5/22,1526947200,700.1779785,700.9760132,644.026001,647.7410278,647.7410278,2230469888
2018/5/23,1527033600,646.6699829,651.6359863,572.9520264,583.585022,583.585022,2995429888
2018/5/24,1527120000,584.5360107,610.8179932,557.2059937,601.7550049,601.7550049,2791099904
2018/5/25,1527206400,602.1400146,617.1859741,575.6240234,586.7340088,586.7340088,2110919936
2018/5/26,1527292800,587.4260254,606.1749878,583.5120239,587.2800293,587.2800293,1694300032
2018/5/27,1527379200,588.5200195,590.3280029,562.8660278,572.6680298,572.6680298,1788790016
2018/5/28,1527465600,573.0449829,576.0490112,512.552002,516.0360107,516.0360107,2356900096
2018/5/29,1527552000,516.1480103,572.2639771,516.1480103,565.3880005,565.3880005,2330820096
2018/5/30,1527638400,566.8300171,583.1359863,545.4310303,559.5900269,559.5900269,2053970048
2018/5/31,1527724800,558.4970093,585.5380249,557.065979,577.6450195,577.6450195,1985040000
2018/6/1,1527811200,578.6719971,589.0930176,567.664978,580.0430298,580.0430298,1945890048
2018/6/2,1527897600,580.4290161,597.0770264,577.3220215,591.8079834,591.8079834,1880390016
2018/6/3,1527984000,591.2589722,624.5130005,591.2589722,618.3289795,618.3289795,1832550016
2018/6/4,1528070400,619.4370117,623.4290161,583.7470093,592.9849854,592.9849854,1903430016
2018/6/5,1528156800,593.4060059,611.3300171,580.9819946,609.3029785,609.3029785,1844269952
2018/6/6,1528243200,610.2620239,611.6430054,596.3959961,607.1240234,607.1240234,1756530048
2018/6/7,1528329600,607.6870117,616.1439819,601.6929932,605.1870117,605.1870117,1880140032
2018/6/8,1528416000,605.4429932,608.8109741,595.5930176,601.0770264,601.0770264,1637779968
2018/6/9,1528502400,600.9050293,608.5830078,597.5620117,597.5620117,597.5620117,1519309952
2018/6/10,1528588800,594.3449707,594.3449707,511.8890076,526.4790039,526.4790039,2234880000
2018/6/11,1528675200,524.8569946,536.8579712,515.2689819,533.2839966,533.2839966,1982119936
2018/6/12,1528761600,532.710022,538.9550171,491.2349854,496.8429871,496.8429871,1932760064
2018/6/13,1528848000,498.0180054,501.9049988,459.0039978,477.493988,477.493988,2080130048
2018/6/14,1528934400,478.381012,523.5449829,467.4660034,519.7420044,519.7420044,2458650112
2018/6/15,1529020800,520.4799805,521.3049927,487.4689941,491.0039978,491.0039978,1808269952
2018/6/16,1529107200,490.4140015,503.2229919,488.8510132,499.6419983,499.6419983,1314109952
2018/6/17,1529193600,499.4599915,507.6409912,498.6480103,500.447998,500.447998,1264870016
2018/6/18,1529280000,499.3829956,521.7960205,494.0660095,518.8909912,518.8909912,1513869952
2018/6/19,1529366400,519.0230103,542.3530273,516.3120117,537.9569702,537.9569702,1726569984
2018/6/20,1529452800,538.5059814,541.0150146,519.3690186,536.2680054,536.2680054,1596290048
2018/6/21,1529539200,536.4470215,543.71698,524.2589722,527.3670044,527.3670044,1462070016
2018/6/22,1529625600,527.1939697,527.1939697,456.8770142,465.8169861,465.8169861,2226030080
2018/6/23,1529712000,466.2739868,479.1289978,462.3930054,474.519989,474.519989,1651379968
2018/6/24,1529798400,474.7680054,475.3590088,426.4689941,457.6719971,457.6719971,2490579968
2018/6/25,1529884800,455.9360046,470.3439941,448.8959961,460.3099976,460.3099976,4007950080
2018/6/26,1529971200,460.7330017,461.2130127,432.7720032,432.7720032,432.7720032,1356560000
2018/6/27,1530057600,432.243988,444.2430115,424.8389893,442.3649902,442.3649902,1368940032
2018/6/28,1530144000,442.2900085,443.6180115,419.6830139,422.3649902,422.3649902,1360790016
2018/6/29,1530230400,422.5870056,441.7929993,407.946991,436.0090027,436.0090027,1564499968
2018/6/30,1530316800,436.2090149,458.7969971,436.2090149,455.1799927,455.1799927,1475939968
2018/7/1,1530403200,455.2420044,457.1390076,446.3850098,453.9179993,453.9179993,1511730048
2018/7/2,1530489600,453.8240051,479.1300049,447.1109924,475.3469849,475.3469849,1625789952
2018/7/3,1530576000,475.3859863,483.8540039,462.5820007,464.1950073,464.1950073,1683939968
2018/7/4,1530662400,464.151001,481.4360046,455.1849976,467.3179932,467.3179932,1549769984
2018/7/5,1530748800,467.2869873,483.2250061,464.6289978,474.4119873,474.4119873,1828610048
2018/7/6,1530835200,474.3569946,479.6520081,457.6149902,474.0119934,474.0119934,1627609984
2018/7/7,1530921600,474.0570068,491.6600037,466.8359985,491.6600037,491.6600037,1358360064
2018/7/8,1531008000,492.0679932,503.1990051,488.4169922,489.118988,489.118988,1344560000
2018/7/9,1531094400,488.8779907,490.8519897,475.1749878,476.6820068,476.6820068,1533799936
2018/7/10,1531180800,476.1619873,478.3179932,433.9599915,434.4240112,434.4240112,1789069952
2018/7/11,1531267200,434.5150146,447.3160095,429.5069885,446.5180054,446.5180054,1422470016
2018/7/12,1531353600,446.5020142,446.5020142,422.8099976,430.0740051,430.0740051,1495440000
2018/7/13,1531440000,430.7409973,442.3630066,430.7409973,434.0270081,434.0270081,1489670016
2018/7/14,1531526400,434.5109863,439.4339905,431.473999,436.0859985,436.0859985,1235820032
2018/7/15,1531612800,435.8829956,454.0010071,433.92099,449.8500061,449.8500061,1350160000
2018/7/16,1531699200,450.4249878,480.6579895,446.7980042,480.6579895,480.6579895,1858680064
2018/7/17,1531785600,480.0769958,508.7799988,468.9150085,501.0020142,501.0020142,2288100096
2018/7/18,1531872000,500.8380127,513.4329834,474.3590088,480.5130005,480.5130005,2371559936
2018/7/19,1531958400,480.6279907,483.2399902,465.1419983,469.618988,469.618988,2068739968
2018/7/20,1532044800,469.3070068,469.3070068,443.6929932,450.697998,450.697998,1821350016
2018/7/21,1532131200,450.6789856,468.0830078,445.776001,462.4360046,462.4360046,1504310016
2018/7/22,1532217600,462.4379883,470.8980103,458.118988,459.6570129,459.6570129,1338589952
2018/7/23,1532304000,459.4389954,469.7659912,449.7279968,450.8529968,450.8529968,1596999936
2018/7/24,1532390400,451.1359863,481.1419983,450.5650024,479.3729858,479.3729858,2287520000
2018/7/25,1532476800,479.9060059,482.8680115,466.473999,472.4930115,472.4930115,1930780032
2018/7/26,1532563200,472.3309937,483.6960144,461.4240112,464.0369873,464.0369873,1621560064
2018/7/27,1532649600,464.0090027,473.2219849,458.2909851,469.6659851,469.6659851,1734259968
2018/7/28,1532736000,469.678009,471.5939941,462.9890137,466.8980103,466.8980103,1531890048
2018/7/29,1532822400,466.9150085,470.3559875,462.7120056,466.6650085,466.6650085,1631910016
2018/7/30,1532908800,466.8269958,467.9519958,448.6409912,457.0809937,457.0809937,2141590000
2018/7/31,1532995200,457.2449951,457.2449951,430.4440002,433.8670044,433.8670044,1820680000
2018/8/1,1533081600,433.868988,435.4570007,410.4639893,420.7470093,420.7470093,1888060000
2018/8/2,1533168000,420.8059998,425.0339966,410.3089905,412.6210022,412.6210022,1569300000
2018/8/3,1533254400,412.5669861,420.5490112,399.9100037,418.2619934,418.2619934,1722340000
2018/8/4,1533340800,418.2369995,420.1860046,403.776001,407.2520142,407.2520142,1466540000
2018/8/5,1533427200,407.3460083,413.7160034,402.4320068,410.5159912,410.5159912,1396820000
2018/8/6,1533513600,410.5669861,414.5400085,403.3150024,406.6579895,406.6579895,1384880000
2018/8/7,1533600000,406.8009949,411.4049988,376.0769958,380.2149963,380.2149963,1828350000
2018/8/8,1533686400,379.8919983,380.67099,353.7340088,356.6130066,356.6130066,2016080000
2018/8/9,1533772800,356.9710083,370.9460144,353.6140137,365.5880127,365.5880127,1616610000
2018/8/10,1533859200,365.776001,367.0450134,329.5859985,334.1759949,334.1759949,1699400000
2018/8/11,1533945600,334.2640076,334.2640076,308.4880066,322.1119995,322.1119995,1790370000
2018/8/12,1534032000,320.822998,328.5899963,318.6019897,319.5700073,319.5700073,1625420000
2018/8/13,1534118400,320.2099915,323.5509949,284.9339905,286.4949951,286.4949951,1751190000
2018/8/14,1534204800,286.3649902,286.3649902,254.6499939,278.9320068,278.9320068,2137850000
2018/8/15,1534291200,280.3869934,303.5899963,280.118988,282.3640137,282.3640137,1878150000
2018/8/16,1534377600,282.7409973,298.4760132,280.928009,288.04599,288.04599,1552970000
2018/8/17,1534464000,287.6830139,316.1700134,287.3460083,315.7290039,315.7290039,1995460000
2018/8/18,1534550400,316.7909851,320.4460144,286.5509949,295.8120117,295.8120117,1764020000
2018/8/19,1534636800,295.6700134,307.0979919,291.3320007,300.8340149,300.8340149,1447910000
2018/8/20,1534723200,301.381012,304.3720093,273.5109863,274.3150024,274.3150024,1413790000
2018/8/21,1534809600,273.3309937,285.9700012,273.3309937,281.9440002,281.9440002,1164120000
2018/8/22,1534896000,281.9679871,297.4859924,264.9979858,271.3410034,271.3410034,1507660000
2018/8/23,1534982400,271.7479858,279.54599,271.0899963,277.1040039,277.1040039,1271160000
2018/8/24,1535068800,278.1109924,283.302002,273.8599854,282.9670105,282.9670105,1450170000
2018/8/25,1535155200,283.2810059,283.5150146,278.4710083,279.6459961,279.6459961,1208360000
2018/8/26,1535241600,279.5249939,279.5249939,272.4440002,275.196991,275.196991,1206650000
2018/8/27,1535328000,275.3500061,285.6029968,273.6499939,285.6029968,285.6029968,1406790000
2018/8/28,1535414400,286.6489868,297.3999939,283.571991,296.4989929,296.4989929,1513350000
2018/8/29,1535500800,296.1629944,297.0710144,287.2869873,289.3120117,289.3120117,1474460000
2018/8/30,1535587200,289.7529907,291.2430115,275.2109985,284.105011,284.105011,1513100000
2018/8/31,1535673600,284.1199951,284.5509949,278.5130005,283.0039978,283.0039978,1411910000
2018/9/1,1535760000,283.4960022,301.1440125,283.4960022,295.3410034,295.3410034,1546630000
2018/9/2,1535846400,295.4530029,298.6860046,290.9259949,294.3710022,294.3710022,1321050000
2018/9/3,1535932800,295.1809998,295.5910034,287.4320068,289.2590027,289.2590027,1394490000
2018/9/4,1536019200,289.2969971,291.5799866,284.2550049,285.7229919,285.7229919,1554870000
